station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
GHG,2017-11-03 22:15,-70.6721,42.0982,68.00,62.60,82.86,230.00,5.00,0.00,29.94,M,10.00,M,M,M,M,M,M,M,M,M,M,KGHG 032215Z AUTO 23005KT 10SM 20/17 A2994 RMK AO2
EWB,2017-11-03 22:15,-70.9583,41.6764,M,M,M,220.00,7.00,M,29.96,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,KEWB 032215Z AUTO 22007KT 10SM OVC079 A2996 RMK MADISHF
FMH,2017-11-03 22:15,-70.5215,41.6585,60.80,60.80,100.00,230.00,11.00,0.00,29.97,M,10.00,M,SCT,BKN,M,M,800.00,11000.00,M,M,M,KFMH 032215Z AUTO 23011KT 10SM SCT008 BKN110 16/16 A2997 RMK AO2
CQX,2017-11-03 22:20,-69.9933,41.6875,M,M,M,220.00,10.00,M,29.97,M,2.50,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032220Z AUTO 22010KT 2 1/2SM BR OVC002 A2997 RMK MADISHF
EWB,2017-11-03 22:20,-70.9583,41.6764,M,M,M,230.00,6.00,M,29.96,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,KEWB 032220Z AUTO 23006KT 10SM OVC079 A2996 RMK MADISHF
OWD,2017-11-03 22:20,-71.1733,42.1912,M,M,M,280.00,8.00,M,29.95,M,10.00,M,FEW,SCT,OVC,M,3500.00,7000.00,9500.00,M,M,KOWD 032220Z AUTO 28008KT 10SM FEW035 SCT070 OVC095 A2995 RMK MADISHF
BED,2017-11-03 22:20,-71.2890,42.4699,M,M,M,M,M,M,29.95,M,10.00,M,FEW,FEW,OVC,M,2700.00,3700.00,9000.00,M,M,KBED 032220Z AUTO /////KT 10SM FEW027 FEW037 OVC090 A2995 RMK MADISHF
PVC,2017-11-03 22:20,-70.2200,42.0700,M,M,M,220.00,13.00,M,29.95,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032220Z AUTO 22013KT 10SM A2995 RMK MADISHF
TAN,2017-11-03 22:20,-71.0211,41.8756,M,M,M,260.00,4.00,M,29.95,M,10.00,M,SCT,BKN,M,M,6500.00,8500.00,M,M,M,KTAN 032220Z AUTO 26004KT 10SM SCT065 BKN085 A2995 RMK MADISHF
BOS,2017-11-03 22:20,-71.0097,42.3606,M,M,M,M,M,M,29.94,M,10.00,17.00,FEW,BKN,M,M,3100.00,6000.00,M,M,M,KBOS 032220Z AUTO /////G17KT 10SM FEW031 BKN060 A2994 RMK MADISHF
PYM,2017-11-03 22:20,-70.7288,41.9090,M,M,M,230.00,5.00,M,29.96,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,KPYM 032220Z AUTO 23005KT 10SM OVC085 A2996 RMK MADISHF
ORE,2017-11-03 22:20,-72.2886,42.5701,M,M,M,M,M,M,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 032220Z AUTO /////KT 10SM CLR A3003 RMK MADISHF
ORH,2017-11-03 22:20,-71.8757,42.2673,M,M,M,M,M,M,30.01,M,10.00,20.00,FEW,BKN,OVC,M,2200.00,2800.00,7999.00,M,M,KORH 032220Z AUTO /////G20KT 10SM FEW022 BKN028 OVC079 A3001 RMK MADISHF
FIT,2017-11-03 22:20,-71.7558,42.5519,M,M,M,290.00,11.00,M,30.00,M,10.00,M,FEW,SCT,M,M,3600.00,4400.00,M,M,M,KFIT 032220Z AUTO 29011KT 10SM FEW036 SCT044 A3000 RMK MADISHF
HYA,2017-11-03 22:20,-70.2800,41.6700,M,M,M,220.00,12.00,M,29.95,M,7.00,M,OVC,M,M,M,300.00,M,M,M,M,KHYA 032220Z AUTO 22012KT 7SM OVC003 A2995 RMK MADISHF
TAN,2017-11-03 22:25,-71.0211,41.8756,M,M,M,260.00,3.00,M,29.95,M,10.00,M,FEW,SCT,BKN,M,4200.00,6500.00,9000.00,M,M,KTAN 032225Z AUTO 26003KT 10SM FEW042 SCT065 BKN090 A2995 RMK MADISHF
PVC,2017-11-03 22:25,-70.2200,42.0700,M,M,M,220.00,12.00,M,29.95,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032225Z AUTO 22012KT 10SM A2995 RMK MADISHF
FIT,2017-11-03 22:25,-71.7558,42.5519,M,M,M,270.00,9.00,M,30.00,M,10.00,M,FEW,FEW,M,M,3399.00,4400.00,M,M,M,KFIT 032225Z AUTO 27009KT 10SM FEW033 FEW044 A3000 RMK MADISHF
BOS,2017-11-03 22:25,-71.0097,42.3606,M,M,M,M,M,M,29.94,M,10.00,M,FEW,BKN,M,M,3100.00,6000.00,M,M,M,KBOS 032225Z AUTO /////KT 10SM FEW031 BKN060 A2994 RMK MADISHF
HYA,2017-11-03 22:25,-70.2800,41.6700,M,M,M,220.00,13.00,M,29.96,M,7.00,M,OVC,M,M,M,300.00,M,M,M,M,KHYA 032225Z AUTO 22013KT 7SM OVC003 A2996 RMK MADISHF
PYM,2017-11-03 22:25,-70.7288,41.9090,M,M,M,230.00,6.00,M,29.96,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,KPYM 032225Z AUTO 23006KT 10SM OVC085 A2996 RMK MADISHF
BED,2017-11-03 22:25,-71.2890,42.4699,M,M,M,290.00,11.00,M,29.96,M,10.00,M,FEW,FEW,OVC,M,2700.00,3700.00,9000.00,M,M,KBED 032225Z AUTO 29011KT 10SM FEW027 FEW037 OVC090 A2996 RMK MADISHF
EWB,2017-11-03 22:25,-70.9583,41.6764,M,M,M,220.00,6.00,M,29.95,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,KEWB 032225Z AUTO 22006KT 10SM OVC085 A2995 RMK MADISHF
ORH,2017-11-03 22:25,-71.8757,42.2673,M,M,M,M,M,M,30.01,M,10.00,M,FEW,SCT,OVC,M,1999.00,2700.00,3500.00,M,M,KORH 032225Z AUTO /////KT 10SM FEW019 SCT027 OVC035 A3001 RMK MADISHF
CQX,2017-11-03 22:25,-69.9933,41.6875,M,M,M,220.00,10.00,M,29.97,M,3.00,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032225Z AUTO 22010KT 3SM BR OVC002 A2997 RMK MADISHF
ORE,2017-11-03 22:25,-72.2886,42.5701,M,M,M,M,M,M,30.03,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,KORE 032225Z AUTO /////G19KT 10SM CLR A3003 RMK MADISHF
OWD,2017-11-03 22:25,-71.1733,42.1912,M,M,M,270.00,9.00,M,29.96,M,10.00,M,FEW,BKN,OVC,M,3300.00,7000.00,9500.00,M,M,KOWD 032225Z AUTO 27009KT 10SM FEW033 BKN070 OVC095 A2996 RMK MADISHF
FIT,2017-11-03 22:30,-71.7558,42.5519,M,M,M,280.00,11.00,M,30.00,M,10.00,M,FEW,M,M,M,3200.00,M,M,M,M,KFIT 032230Z AUTO 28011KT 10SM FEW032 A3000 RMK MADISHF
HYA,2017-11-03 22:30,-70.2800,41.6700,M,M,M,220.00,12.00,M,29.96,M,6.00,M,OVC,M,M,M,300.00,M,M,M,BR,KHYA 032230Z AUTO 22012KT 6SM BR OVC003 A2996 RMK MADISHF
ORH,2017-11-03 22:30,-71.8757,42.2673,M,M,M,M,M,M,30.01,M,10.00,M,FEW,BKN,OVC,M,2200.00,3500.00,8500.00,M,M,KORH 032230Z AUTO /////KT 10SM FEW022 BKN035 OVC085 A3001 RMK MADISHF
OWD,2017-11-03 22:30,-71.1733,42.1912,M,M,M,280.00,8.00,M,29.96,M,10.00,M,FEW,BKN,OVC,M,3300.00,7000.00,9000.00,M,M,KOWD 032230Z AUTO 28008KT 10SM FEW033 BKN070 OVC090 A2996 RMK MADISHF
BOS,2017-11-03 22:30,-71.0097,42.3606,M,M,M,M,M,M,29.95,M,10.00,M,FEW,BKN,M,M,3100.00,6000.00,M,M,M,KBOS 032230Z AUTO /////KT 10SM FEW031 BKN060 A2995 RMK MADISHF
ORE,2017-11-03 22:30,-72.2886,42.5701,M,M,M,M,M,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 032230Z AUTO /////KT 10SM CLR A3004 RMK MADISHF
EWB,2017-11-03 22:30,-70.9583,41.6764,M,M,M,220.00,6.00,M,29.95,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,KEWB 032230Z AUTO 22006KT 10SM OVC090 A2995 RMK MADISHF
PYM,2017-11-03 22:30,-70.7288,41.9090,M,M,M,240.00,7.00,M,29.97,M,10.00,M,FEW,OVC,M,M,3500.00,8500.00,M,M,M,KPYM 032230Z AUTO 24007KT 10SM FEW035 OVC085 A2997 RMK MADISHF
PVC,2017-11-03 22:30,-70.2200,42.0700,M,M,M,230.00,13.00,M,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032230Z AUTO 23013KT 10SM A2996 RMK MADISHF
BED,2017-11-03 22:30,-71.2890,42.4699,M,M,M,280.00,13.00,M,29.96,M,10.00,M,FEW,FEW,OVC,M,2700.00,3700.00,9000.00,M,M,KBED 032230Z AUTO 28013KT 10SM FEW027 FEW037 OVC090 A2996 RMK MADISHF
CQX,2017-11-03 22:30,-69.9933,41.6875,M,M,M,220.00,6.00,M,29.97,M,3.00,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032230Z AUTO 22006KT 3SM BR OVC002 A2997 RMK MADISHF
CQX,2017-11-03 22:31,-69.9933,41.6875,60.10,60.10,100.00,220.00,8.00,0.00,29.97,M,3.00,15.00,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032231Z AUTO 22008G15KT 3SM BR OVC002 16/16 A2997 RMK AO2 T01560156
TAN,2017-11-03 22:35,-71.0211,41.8756,M,M,M,0.00,0.00,M,29.96,M,10.00,M,SCT,SCT,M,M,5500.00,7000.00,M,M,M,KTAN 032235Z AUTO 00000KT 10SM SCT055 SCT070 A2996 RMK MADISHF
PVC,2017-11-03 22:35,-70.2200,42.0700,M,M,M,230.00,14.00,M,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032235Z AUTO 23014KT 10SM A2996 RMK MADISHF
CQX,2017-11-03 22:35,-69.9933,41.6875,M,M,M,220.00,8.00,M,29.97,M,3.00,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032235Z AUTO 22008KT 3SM BR OVC002 A2997 RMK WND 19V25  MADISHF
BOS,2017-11-03 22:35,-71.0097,42.3606,M,M,M,M,M,M,29.96,M,10.00,M,FEW,BKN,M,M,3100.00,6000.00,M,M,M,KBOS 032235Z AUTO /////KT 10SM FEW031 BKN060 A2996 RMK MADISHF
EWB,2017-11-03 22:35,-70.9583,41.6764,M,M,M,230.00,6.00,M,29.96,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,KEWB 032235Z AUTO 23006KT 10SM OVC090 A2996 RMK MADISHF
HYA,2017-11-03 22:35,-70.2800,41.6700,M,M,M,220.00,13.00,M,29.96,M,6.00,M,OVC,M,M,M,300.00,M,M,M,BR,KHYA 032235Z AUTO 22013KT 6SM BR OVC003 A2996 RMK MADISHF
PYM,2017-11-03 22:35,-70.7288,41.9090,M,M,M,240.00,6.00,M,29.97,M,10.00,M,FEW,SCT,OVC,M,3500.00,6000.00,8500.00,M,M,KPYM 032235Z AUTO 24006KT 10SM FEW035 SCT060 OVC085 A2997 RMK MADISHF
ORE,2017-11-03 22:35,-72.2886,42.5701,M,M,M,M,M,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 032235Z AUTO /////KT 10SM CLR A3004 RMK MADISHF
ORH,2017-11-03 22:35,-71.8757,42.2673,M,M,M,M,M,M,30.01,M,10.00,M,FEW,SCT,BKN,M,2900.00,3500.00,7999.00,M,M,KORH 032235Z AUTO /////KT 10SM FEW029 SCT035 BKN079 A3001 RMK MADISHF
OWD,2017-11-03 22:35,-71.1733,42.1912,M,M,M,290.00,9.00,M,29.96,M,10.00,14.00,FEW,BKN,OVC,M,3300.00,7500.00,9000.00,M,M,KOWD 032235Z AUTO 29009G14KT 10SM FEW033 BKN075 OVC090 A2996 RMK MADISHF
BED,2017-11-03 22:35,-71.2890,42.4699,M,M,M,280.00,11.00,M,29.97,M,10.00,M,FEW,FEW,OVC,M,2700.00,3700.00,9000.00,M,M,KBED 032235Z AUTO 28011KT 10SM FEW027 FEW037 OVC090 A2997 RMK MADISHF
GHG,2017-11-03 22:35,-70.6721,42.0982,66.20,62.60,88.18,230.00,5.00,0.00,29.94,M,10.00,M,FEW,SCT,BKN,M,2000.00,4100.00,6000.00,M,M,KGHG 032235Z AUTO 23005KT 10SM FEW020 SCT041 BKN060 19/17 A2994 RMK AO2
FMH,2017-11-03 22:35,-70.5215,41.6585,62.60,60.80,93.83,240.00,12.00,0.00,29.98,M,10.00,M,BKN,OVC,M,M,700.00,10000.00,M,M,M,KFMH 032235Z AUTO 24012KT 10SM BKN007 OVC100 17/16 A2998 RMK AO2
CQX,2017-11-03 22:40,-69.9933,41.6875,M,M,M,220.00,6.00,M,29.98,M,2.50,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032240Z AUTO 22006KT 2 1/2SM BR OVC002 A2998 RMK MADISHF
PYM,2017-11-03 22:40,-70.7288,41.9090,M,M,M,220.00,6.00,M,29.96,M,10.00,M,SCT,SCT,OVC,M,4100.00,6000.00,9000.00,M,M,KPYM 032240Z AUTO 22006KT 10SM SCT041 SCT060 OVC090 A2996 RMK MADISHF
FIT,2017-11-03 22:40,-71.7558,42.5519,M,M,M,M,M,M,30.00,M,10.00,M,FEW,M,M,M,3200.00,M,M,M,M,KFIT 032240Z AUTO /////KT 10SM FEW032 A3000 RMK MADISHF
PVC,2017-11-03 22:40,-70.2200,42.0700,M,M,M,230.00,13.00,M,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032240Z AUTO 23013KT 10SM A2996 RMK MADISHF
TAN,2017-11-03 22:40,-71.0211,41.8756,M,M,M,0.00,0.00,M,29.96,M,10.00,M,SCT,BKN,M,M,5500.00,7000.00,M,M,M,KTAN 032240Z AUTO 00000KT 10SM SCT055 BKN070 A2996 RMK MADISHF
OWD,2017-11-03 22:40,-71.1733,42.1912,M,M,M,290.00,11.00,M,29.96,M,10.00,M,FEW,OVC,M,M,3300.00,8500.00,M,M,M,KOWD 032240Z AUTO 29011KT 10SM FEW033 OVC085 A2996 RMK MADISHF
BED,2017-11-03 22:40,-71.2890,42.4699,M,M,M,280.00,13.00,M,29.97,M,10.00,M,FEW,OVC,M,M,3700.00,9000.00,M,M,M,KBED 032240Z AUTO 28013KT 10SM FEW037 OVC090 A2997 RMK MADISHF
EWB,2017-11-03 22:40,-70.9583,41.6764,M,M,M,240.00,6.00,M,29.96,M,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,KEWB 032240Z AUTO 24006KT 10SM OVC095 A2996 RMK MADISHF
ORE,2017-11-03 22:40,-72.2886,42.5701,M,M,M,M,M,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 032240Z AUTO /////KT 10SM CLR A3005 RMK MADISHF
ORH,2017-11-03 22:40,-71.8757,42.2673,M,M,M,M,M,M,30.01,M,10.00,M,FEW,SCT,BKN,M,2900.00,3500.00,7999.00,M,M,KORH 032240Z AUTO /////KT 10SM FEW029 SCT035 BKN079 A3001 RMK MADISHF
BOS,2017-11-03 22:40,-71.0097,42.3606,M,M,M,M,M,M,29.96,M,10.00,M,FEW,BKN,M,M,3100.00,6000.00,M,M,M,KBOS 032240Z AUTO /////KT 10SM FEW031 BKN060 A2996 RMK MADISHF
HYA,2017-11-03 22:40,-70.2800,41.6700,M,M,M,230.00,12.00,M,29.96,M,7.00,M,OVC,M,M,M,300.00,M,M,M,M,KHYA 032240Z AUTO 23012KT 7SM OVC003 A2996 RMK MADISHF
CQX,2017-11-03 22:42,-69.9933,41.6875,60.10,60.10,100.00,230.00,7.00,0.00,29.98,M,2.50,15.00,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032242Z AUTO 23007G15KT 2 1/2SM BR OVC002 16/16 A2998 RMK AO2 T01560156
TAN,2017-11-03 22:45,-71.0211,41.8756,M,M,M,0.00,0.00,M,29.97,M,10.00,M,SCT,BKN,M,M,5500.00,7000.00,M,M,M,KTAN 032245Z AUTO 00000KT 10SM SCT055 BKN070 A2997 RMK MADISHF
PVC,2017-11-03 22:45,-70.2200,42.0700,M,M,M,230.00,12.00,M,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032245Z AUTO 23012KT 10SM A2996 RMK MADISHF
FIT,2017-11-03 22:45,-71.7558,42.5519,M,M,M,M,M,M,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 032245Z AUTO /////KT 10SM CLR A3001 RMK MADISHF
PYM,2017-11-03 22:45,-70.7288,41.9090,M,M,M,230.00,5.00,M,29.97,M,10.00,M,FEW,BKN,OVC,M,3600.00,6000.00,9500.00,M,M,KPYM 032245Z AUTO 23005KT 10SM FEW036 BKN060 OVC095 A2997 RMK MADISHF
ORH,2017-11-03 22:45,-71.8757,42.2673,M,M,M,M,M,M,30.01,M,10.00,M,FEW,SCT,M,M,3200.00,7999.00,M,M,M,KORH 032245Z AUTO /////KT 10SM FEW032 SCT079 A3001 RMK MADISHF
OWD,2017-11-03 22:45,-71.1733,42.1912,M,M,M,300.00,9.00,M,29.96,M,10.00,15.00,OVC,M,M,M,8500.00,M,M,M,M,KOWD 032245Z AUTO 30009G15KT 10SM OVC085 A2996 RMK MADISHF
BED,2017-11-03 22:45,-71.2890,42.4699,M,M,M,290.00,14.00,M,29.97,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,KBED 032245Z AUTO 29014KT 10SM OVC090 A2997 RMK MADISHF
ORE,2017-11-03 22:45,-72.2886,42.5701,M,M,M,M,M,M,30.05,M,10.00,23.00,CLR,M,M,M,M,M,M,M,M,KORE 032245Z AUTO /////G23KT 10SM CLR A3005 RMK WND 28V34  MADISHF
BOS,2017-11-03 22:45,-71.0097,42.3606,M,M,M,M,M,M,29.96,M,10.00,20.00,FEW,BKN,M,M,3100.00,6000.00,M,M,M,KBOS 032245Z AUTO /////G20KT 10SM FEW031 BKN060 A2996 RMK MADISHF
HYA,2017-11-03 22:45,-70.2800,41.6700,M,M,M,230.00,10.00,M,29.96,M,7.00,M,OVC,M,M,M,300.00,M,M,M,M,KHYA 032245Z AUTO 23010KT 7SM OVC003 A2996 RMK MADISHF
EWB,2017-11-03 22:45,-70.9583,41.6764,M,M,M,260.00,7.00,M,29.96,M,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,KEWB 032245Z AUTO 26007KT 10SM OVC095 A2996 RMK MADISHF
PYM,2017-11-03 22:50,-70.7288,41.9090,M,M,M,230.00,7.00,M,29.97,M,10.00,M,FEW,BKN,BKN,M,3600.00,6000.00,10000.00,M,M,KPYM 032250Z AUTO 23007KT 10SM FEW036 BKN060 BKN100 A2997 RMK MADISHF
HYA,2017-11-03 22:50,-70.2800,41.6700,M,M,M,220.00,10.00,M,29.96,M,8.00,M,BKN,OVC,M,M,300.00,7999.00,M,M,M,KHYA 032250Z AUTO 22010KT 8SM BKN003 OVC079 A2996 RMK MADISHF
EWB,2017-11-03 22:50,-70.9583,41.6764,M,M,M,250.00,6.00,M,29.96,M,10.00,M,FEW,OVC,M,M,5000.00,9500.00,M,M,M,KEWB 032250Z AUTO 25006KT 10SM FEW050 OVC095 A2996 RMK MADISHF
ORE,2017-11-03 22:50,-72.2886,42.5701,M,M,M,310.00,13.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 032250Z AUTO 31013KT 10SM CLR A3006 RMK MADISHF
FIT,2017-11-03 22:50,-71.7558,42.5519,M,M,M,290.00,11.00,M,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 032250Z AUTO 29011KT 10SM CLR A3001 RMK MADISHF
PVC,2017-11-03 22:50,-70.2200,42.0700,M,M,M,230.00,12.00,M,29.95,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032250Z AUTO 23012KT 10SM A2995 RMK MADISHF
CQX,2017-11-03 22:50,-69.9933,41.6875,M,M,M,230.00,9.00,M,29.98,M,2.50,15.00,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032250Z AUTO 23009G15KT 2 1/2SM BR OVC002 A2998 RMK MADISHF
ORH,2017-11-03 22:50,-71.8757,42.2673,M,M,M,290.00,14.00,M,30.02,M,10.00,19.00,FEW,SCT,M,M,3399.00,7999.00,M,M,M,KORH 032250Z AUTO 29014G19KT 10SM FEW033 SCT079 A3002 RMK MADISHF
BOS,2017-11-03 22:50,-71.0097,42.3606,M,M,M,300.00,13.00,M,29.97,M,10.00,19.00,FEW,BKN,M,M,3300.00,9500.00,M,M,M,KBOS 032250Z AUTO 30013G19KT 10SM FEW033 BKN095 A2997 RMK MADISHF
OWD,2017-11-03 22:50,-71.1733,42.1912,M,M,M,290.00,10.00,M,29.97,M,10.00,15.00,OVC,M,M,M,8500.00,M,M,M,M,KOWD 032250Z AUTO 29010G15KT 10SM OVC085 A2997 RMK MADISHF
BED,2017-11-03 22:50,-71.2890,42.4699,M,M,M,270.00,10.00,M,29.97,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,KBED 032250Z AUTO 27010KT 10SM OVC090 A2997 RMK MADISHF
CQX,2017-11-03 22:52,-69.9933,41.6875,60.10,60.10,100.00,240.00,8.00,0.00,29.98,1015.30,2.00,16.00,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032252Z AUTO 24008G16KT 2SM BR OVC002 16/16 A2998 RMK AO2 SLP153 T01560156
TAN,2017-11-03 22:52,-71.0211,41.8756,64.00,59.00,83.78,290.00,3.00,0.00,29.97,1014.90,10.00,M,SCT,BKN,M,M,5500.00,7000.00,M,M,M,KTAN 032252Z AUTO 29003KT 10SM SCT055 BKN070 18/15 A2997 RMK AO2 RAE07 SLP149 P0000 T01780150
ORE,2017-11-03 22:52,-72.2886,42.5701,57.00,46.90,68.90,320.00,15.00,0.00,30.06,1018.00,10.00,24.00,CLR,M,M,M,M,M,M,M,M,KORE 032252Z AUTO 32015G24KT 10SM CLR 14/08 A3006 RMK AO2 PK WND 30029/2211 SLP180 T01390083 TSNO
PYM,2017-11-03 22:52,-70.7288,41.9090,64.90,60.10,84.44,230.00,7.00,0.00,29.97,1014.80,10.00,M,FEW,BKN,BKN,M,3600.00,6000.00,10000.00,M,M,KPYM 032252Z AUTO 23007KT 10SM FEW036 BKN060 BKN100 18/16 A2997 RMK AO2 SLP148 T01830156
FIT,2017-11-03 22:52,-71.7558,42.5519,64.90,55.00,70.28,280.00,9.00,0.00,30.01,1016.20,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 032252Z AUTO 28009KT 10SM CLR 18/13 A3001 RMK AO2 SLP162 T01830128
EWB,2017-11-03 22:53,-70.9583,41.6764,64.00,60.10,87.14,250.00,6.00,0.00,29.96,1014.50,10.00,M,FEW,OVC,M,M,4800.00,9500.00,M,M,M,KEWB 032253Z 25006KT 10SM FEW048 OVC095 18/16 A2996 RMK AO2 SLP145 T01780156
OWD,2017-11-03 22:53,-71.1733,42.1912,70.00,59.00,68.09,290.00,12.00,0.00,29.97,1014.80,10.00,M,BKN,M,M,M,8500.00,M,M,M,M,KOWD 032253Z 29012KT 10SM BKN085 21/15 A2997 RMK AO2 SLP148 T02110150
ORH,2017-11-03 22:54,-71.8757,42.2673,59.00,48.90,69.12,280.00,11.00,0.00,30.02,1016.50,10.00,24.00,FEW,M,M,M,8000.00,M,M,M,M,KORH 032254Z 28011G24KT 10SM FEW080 15/09 A3002 RMK AO2 PK WND 31028/2208 SLP165 T01500094
BOS,2017-11-03 22:54,-71.0097,42.3606,66.90,57.90,72.81,300.00,17.00,0.00,29.97,1014.70,10.00,M,FEW,BKN,BKN,M,3300.00,9500.00,20000.00,M,M,KBOS 032254Z 30017KT 10SM FEW033 BKN095 BKN200 19/14 A2997 RMK AO2 SLP147 T01940144 $
PVC,2017-11-03 22:55,-70.2200,42.0700,M,M,M,230.00,11.00,M,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032255Z AUTO 23011KT 10SM A2996 RMK MADISHF
CQX,2017-11-03 22:55,-69.9933,41.6875,M,M,M,230.00,7.00,M,29.98,M,2.50,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032255Z AUTO 23007KT 2 1/2SM BR OVC002 A2998 RMK MADISHF
BOS,2017-11-03 22:55,-71.0097,42.3606,M,M,M,M,M,M,29.97,M,10.00,M,FEW,BKN,M,M,4400.00,9500.00,M,M,M,KBOS 032255Z AUTO /////KT 10SM FEW044 BKN095 A2997 RMK MADISHF
PYM,2017-11-03 22:55,-70.7288,41.9090,M,M,M,230.00,6.00,M,29.97,M,10.00,M,FEW,BKN,BKN,M,3900.00,6500.00,10000.00,M,M,KPYM 032255Z AUTO 23006KT 10SM FEW039 BKN065 BKN100 A2997 RMK MADISHF
ORH,2017-11-03 22:55,-71.8757,42.2673,M,M,M,280.00,10.00,M,30.02,M,10.00,M,FEW,M,M,M,7999.00,M,M,M,M,KORH 032255Z AUTO 28010KT 10SM FEW079 A3002 RMK MADISHF
EWB,2017-11-03 22:55,-70.9583,41.6764,M,M,M,250.00,6.00,M,29.96,M,10.00,M,FEW,SCT,OVC,M,4800.00,5500.00,9500.00,M,M,KEWB 032255Z AUTO 25006KT 10SM FEW048 SCT055 OVC095 A2996 RMK MADISHF
OWD,2017-11-03 22:55,-71.1733,42.1912,M,M,M,280.00,11.00,M,29.97,M,10.00,M,BKN,M,M,M,8500.00,M,M,M,M,KOWD 032255Z AUTO 28011KT 10SM BKN085 A2997 RMK MADISHF
BED,2017-11-03 22:55,-71.2890,42.4699,M,M,M,270.00,9.00,M,29.98,M,10.00,M,BKN,M,M,M,9000.00,M,M,M,M,KBED 032255Z AUTO 27009KT 10SM BKN090 A2998 RMK MADISHF
HYA,2017-11-03 22:55,-70.2800,41.6700,M,M,M,220.00,11.00,M,29.96,M,9.00,M,BKN,BKN,OVC,M,300.00,7999.00,10000.00,M,M,KHYA 032255Z AUTO 22011KT 9SM BKN003 BKN079 OVC100 A2996 RMK MADISHF
TAN,2017-11-03 22:55,-71.0211,41.8756,M,M,M,240.00,3.00,M,29.97,M,10.00,M,BKN,BKN,M,M,6000.00,7000.00,M,M,M,KTAN 032255Z AUTO 24003KT 10SM BKN060 BKN070 A2997 RMK MADISHF
GHG,2017-11-03 22:55,-70.6721,42.0982,66.20,62.60,88.18,270.00,4.00,0.00,29.96,M,10.00,M,SCT,BKN,SCT,M,6500.00,9500.00,11000.00,M,M,KGHG 032255Z AUTO 27004KT 10SM SCT065 BKN095 SCT110 19/17 A2996 RMK AO2
FMH,2017-11-03 22:55,-70.5215,41.6585,62.60,60.80,93.83,230.00,11.00,0.00,29.98,M,10.00,17.00,OVC,M,M,M,600.00,M,M,M,M,KFMH 032255Z AUTO 23011G17KT 10SM OVC006 17/16 A2998 RMK AO2
PVC,2017-11-03 22:56,-70.2200,42.0700,60.10,59.00,96.15,230.00,11.00,0.00,29.96,1014.30,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032256Z AUTO 23011KT 10SM 16/15 A2996 RMK AO2 SLP143 T01560150 $
MQE,2017-11-03 22:56,-71.1142,42.2121,64.90,55.90,72.61,300.00,15.00,0.00,29.97,1015.90,M,23.00,M,M,M,M,M,M,M,M,M,KMQE 032256Z AUTO 30015G23KT 270V340 18/13 A2997 RMK AO1 SLP159 T01830133
